MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK,Date
N,SZ,CMMIPL,CMM INFRAPROJECTS LIMITED,2.95,3.0,3.05,3.0,3.05,54600.0,18000, ,5.0,1.6,2024-12-17
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,105.0,110.1,110.25,105.0,105.0,700840.0,6400, ,205.0,86.2,2024-12-17
N,SM,COMMITTED,COMMITTED CARGO CARE LTD,88.9,97.75,97.75,97.0,97.75,23769280.0,243200, ,97.75,48.5,2024-12-17
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,105.35,106.3,107.0,102.0,102.5,14490850.0,138000, ,259.0,94.5,2024-12-17
N,SM,DANISH,DANISH POWER LIMITED,1232.35,1233.05,1316.0,1225.0,1243.5,168867660.0,132900, ,1316.0,541.5,2024-12-17
N,SM,DCG,DCG CABLES & WIRES LTD,114.7,120.4,120.4,120.4,120.4,3034080.0,25200, ,182.5,77.0,2024-12-17
N,SM,DEEM,DEEM ROLL TECH LIMITED,85.0,85.0,85.0,85.0,85.0,85000.0,1000, ,210.0,74.25,2024-12-17
N,SM,DELAPLEX,DELAPLEX LIMITED,223.85,229.0,229.0,218.0,222.45,7363050.0,33000, ,336.0,184.05,2024-12-17
N,SM,DENTALKART,VASA DENTICITY LIMITED,802.9,808.8,808.9,784.5,789.3,15133612.5,19000, ,840.0,401.0,2024-12-17
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,77.5,77.0,77.0,77.0,77.0,154000.0,2000, ,96.0,66.0,2024-12-17
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,38.0,38.0,38.55,38.0,38.55,306200.0,8000, ,54.35,32.15,2024-12-17
N,SM,DTL,DIENSTEN TECH LIMITED,165.5,166.1,179.0,160.15,177.25,16877340.0,98400, ,264.6,133.0,2024-12-17
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,141.85,137.55,142.0,137.55,139.05,4941840.0,35200, ,164.4,85.05,2024-12-17
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,66.05,65.05,67.95,65.0,65.1,1964250.0,30000, ,90.45,53.2,2024-12-17
N,SM,DURLAX,DURLAX TOP SURFACE LTD,63.55,63.4,63.4,62.25,62.4,2259300.0,36000, ,109.0,54.0,2024-12-17
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,60.15,60.0,60.0,59.25,59.75,1216920.0,20400, ,152.0,57.2,2024-12-17
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,129.65,130.0,130.0,126.35,127.95,16197400.0,126000, ,152.0,89.05,2024-12-17
N,SM,ESPRIT,ESPRIT STONES LIMITED,91.95,92.0,93.95,92.0,93.65,1630160.0,17600, ,140.0,86.25,2024-12-17
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,191.9,193.7,196.0,190.0,193.1,2316550.0,12000, ,230.0,140.5,2024-12-17
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,46.8,49.0,52.0,48.0,51.0,2397180.0,48000, ,91.85,40.0,2024-12-17
N,SM,FIDEL,FIDEL SOFTECH LIMITED,171.0,167.5,172.0,165.1,168.6,1846500.0,11000, ,191.85,86.2,2024-12-17
N,SM,FONEBOX,FONEBOX RETAIL LIMITED,131.5,127.4,127.4,124.95,126.2,3431350.0,27000, ,217.0,116.0,2024-12-17
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,84.65,83.15,87.95,82.0,85.95,603840.0,7200, ,115.0,77.0,2024-12-17
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,134.9,133.3,160.0,130.0,154.6,191402460.0,1296000, ,160.0,110.0,2024-12-17
N,SM,FROG,FROG CELLSAT LIMITED,331.15,332.0,334.5,329.35,331.75,10358620.0,31200, ,401.0,131.5,2024-12-17
N,SM,GGBL,GANESH GREEN BHARAT LTD,505.65,512.0,535.0,503.2,526.95,98606925.0,189000, ,587.95,327.4,2024-12-17
N,SM,GICL,GLOBE INTL CARRIERS LTD,65.0,64.9,66.5,64.25,65.0,11302800.0,174000, ,84.75,35.65,2024-12-17
N,SM,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,340.0,330.0,330.0,325.0,329.95,736275.0,2250, ,1001.7,321.25,2024-12-17
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,120.5,120.5,120.5,117.0,117.0,356250.0,3000, ,137.9,75.55,2024-12-17
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,12.2,12.2,12.7,12.1,12.1,1245375.0,101250, ,17.6,10.1,2024-12-17
N,SM,GOYALSALT,GOYAL SALT LIMITED,201.45,201.95,204.0,201.2,203.2,3041910.0,15000, ,249.0,126.75,2024-12-17
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,73.45,72.8,74.0,72.5,72.75,1168720.0,16000, ,118.0,63.0,2024-12-17
N,SM,GSTL,GLOBESECURE TECHNO LTD,36.9,36.6,37.3,36.05,36.35,2257150.0,61000, ,88.9,35.6,2024-12-17
N,SM,HOACFOODS,HOAC FOODS INDIA LIMITED,125.0,122.05,129.2,115.0,125.0,1083337.5,9000, ,213.8,105.0,2024-12-17
N,SM,HOMESFY,HOMESFY REALTY LIMITED,520.0,510.0,529.5,510.0,529.5,465150.0,900, ,979.3,350.0,2024-12-17
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,680.0,698.0,700.0,691.05,697.75,2298570.0,3300, ,730.0,461.7,2024-12-17
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,128.0,128.0,128.0,122.15,122.25,990450.0,8000, ,145.6,88.0,2024-12-17
N,SM,IEML,INDIAN EMULSIFIERS LTD,253.55,254.0,257.4,250.25,257.35,2544900.0,10000, ,546.9,223.0,2024-12-17
N,SM,INDIFRA,INDIFRA LIMITED,28.1,27.3,27.35,27.3,27.35,163900.0,6000, ,74.9,27.15,2024-12-17
N,SM,INM,INTERIORS & MORE LIMITED,320.0,330.0,330.0,318.2,318.2,388920.0,1200, ,383.0,201.0,2024-12-17
N,SM,INNOMET,INNOMET ADVANCED MATERI L,198.5,195.0,195.0,187.5,191.5,1142460.0,6000, ,257.0,170.0,2024-12-17
N,SM,INSPIRE,INSPIRE FILMS LIMITED,30.8,29.65,29.85,29.1,29.4,471300.0,16000, ,67.9,23.65,2024-12-17
N,SM,JEYYAM,JEYYAM GLOBAL FOODS LTD,47.5,47.5,48.8,47.0,48.05,7003600.0,146000, ,69.9,45.0,2024-12-17
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,15.1,15.1,15.1,15.1,15.1,90600.0,6000, ,22.95,13.25,2024-12-17
N,SM,JSLL,JEENA SIKHO LIFECARE LTD,2353.8,2355.0,2375.0,2270.0,2319.15,69220413.0,29790, ,2498.6,587.2,2024-12-17
N,SM,K2INFRA,K2 INFRAGEN LIMITED,196.2,195.0,196.5,187.0,188.8,7774380.0,40800, ,329.0,134.75,2024-12-17
N,SM,KALANA,KALANA ISPAT LIMITED,41.8,42.0,42.5,39.6,40.1,1790900.0,44000, ,52.2,32.6,2024-12-17
N,SM,KATARIA,KATARIA INDUSTRIES LTD,167.7,170.45,171.95,165.5,168.15,2316180.0,13800, ,247.0,163.95,2024-12-17
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,372.05,373.0,373.0,353.45,353.45,46867250.0,131500, ,424.5,171.4,2024-12-17
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,99.6,97.65,103.85,97.3,100.5,1378957.5,13950, ,123.95,47.5,2024-12-17
N,SM,KLL,KAUSHALYA LOGISTICS LTD,114.25,115.0,117.95,113.2,114.0,5457720.0,47200, ,162.8,78.0,2024-12-17
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,1633.05,1672.0,1684.0,1626.0,1645.9,28545545.0,17200, ,4175.0,345.0,2024-12-17
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,999.05,1002.05,1010.0,977.8,983.3,28053350.0,28300, ,1582.0,818.5,2024-12-17
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,330.15,325.0,328.9,315.25,319.3,6266375.0,19500, ,430.0,191.0,2024-12-17
N,SM,KRISHIVAL,KRISHIVAL FOODS LIMITED,266.0,265.0,265.0,265.0,265.0,2120000.0,8000, ,332.95,213.0,2024-12-17
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,290.7,292.2,320.0,283.2,309.0,37916960.0,126400, ,376.95,245.6,2024-12-17
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,107.3,109.0,109.0,99.1,101.0,49464660.0,487200, ,172.2,99.1,2024-12-17
N,SM,LAWSIKHO,ADDICTIVE LEARNING TECH L,350.25,355.0,388.0,348.0,370.85,48215175.0,133500, ,448.5,187.5,2024-12-17
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,112.35,111.0,111.0,106.05,106.1,1404400.0,13000, ,154.1,67.55,2024-12-17
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,170.75,170.75,177.0,169.1,172.75,1675720.0,9600, ,197.0,94.25,2024-12-17
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,146.5,145.0,145.0,140.25,140.25,227400.0,1600, ,251.0,107.0,2024-12-17
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,203.85,207.0,207.0,201.5,203.0,6125350.0,30000, ,215.0,96.0,2024-12-17
N,SM,MAGSON,MAGSON RETAIL AND DIST L,97.0,83.0,96.45,83.0,94.85,1498700.0,16000, ,137.9,76.0,2024-12-17
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,105.5,104.9,105.5,104.9,105.5,394350.0,3750, ,159.35,89.8,2024-12-17
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,46.7,46.65,46.65,46.5,46.5,209700.0,4500, ,104.2,44.0,2024-12-17
N,SM,MAL,MANGALAM ALLOYS LIMITED,41.0,42.0,43.0,41.2,42.8,5336480.0,126400, ,55.85,32.55,2024-12-17
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,35.8,36.05,36.05,36.05,36.05,72100.0,2000, ,74.4,34.15,2024-12-17
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,64.0,64.0,65.9,62.95,64.4,873675.0,13500, ,83.95,38.1,2024-12-17
N,SM,MARINETRAN,MARINETRANS INDIA LIMITED,28.65,28.0,28.0,28.0,28.0,112000.0,4000, ,51.45,19.1,2024-12-17
N,SM,MAXPOSURE,MAXPOSURE LIMITED,89.0,88.55,88.65,87.5,88.2,1143750.0,13000, ,145.0,65.55,2024-12-17
N,SM,MCON,MCON RASAYAN INDIA LTD,173.1,173.85,181.75,173.1,181.75,8116600.0,45000, ,244.35,105.35,2024-12-17
N,SM,MDL,MARVEL DECOR LIMITED,135.0,136.0,136.0,128.05,129.95,1313050.0,10000, ,143.25,67.2,2024-12-17
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,361.7,355.0,364.0,355.0,357.2,4744260.0,13200, ,490.0,195.0,2024-12-17
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,50.95,51.0,51.0,50.55,50.55,458325.0,9000, ,74.9,46.0,2024-12-17
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,36.1,34.5,35.1,34.3,35.05,415200.0,12000, ,75.0,31.8,2024-12-17
N,SM,MOXSH,MOXSH OVERSEAS EDUCON LTD,39.55,38.05,39.8,38.05,39.8,249120.0,6400, ,210.5,36.4,2024-12-17
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,39.6,39.6,40.1,38.0,38.0,235400.0,6000, ,48.5,30.05,2024-12-17
N,SM,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,41.4,41.7,41.85,41.65,41.65,300600.0,7200, ,87.0,36.0,2024-12-17
N,SM,MWL,MANGALAM WORLDWIDE LTD,163.0,163.0,163.0,159.5,159.5,1158180.0,7200, ,184.0,111.35,2024-12-17
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,90.25,90.25,90.25,88.55,90.25,1619580.0,18000, ,130.05,75.0,2024-12-17
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,81.75,82.1,84.0,79.1,82.0,5482425.0,67500, ,165.0,70.05,2024-12-17
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,29.35,29.05,29.35,29.05,29.25,117000.0,4000, ,41.15,27.0,2024-12-17
N,SM,NPST,NETWORK PEOPLE SRV TECH L,2758.05,2806.0,3033.85,2806.0,3025.25,185114042.5,61900, ,3577.0,950.0,2024-12-17
N,SM,OLIL,ONECLICK LOGISTICS IND L,97.45,98.0,101.55,95.15,98.8,9119160.0,93600, ,130.75,54.1,2024-12-17
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,291.0,312.9,312.9,271.65,285.85,6119910.0,21300, ,544.9,188.3,2024-12-17
N,SM,ONYX,ONYX BIOTEC LIMITED,53.45,54.7,54.7,52.6,53.5,2245500.0,42000, ,62.5,51.0,2024-12-17
N,SM,ORIANA,ORIANA POWER LIMITED,2481.65,2583.0,2729.8,2580.0,2729.8,611926706.25,228825, ,2984.0,450.0,2024-12-17
N,SM,OSELDEVICE,OSEL DEVICES LIMITED,201.85,203.0,207.9,198.0,203.35,22100640.0,108800, ,242.0,169.6,2024-12-17
N,SM,OWAIS,OWAIS METAL & MINERAL,1132.15,1140.0,1141.0,1106.1,1109.85,17541510.0,15700, ,1569.0,231.35,2024-12-17
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,97.0,97.0,101.0,97.0,101.0,357600.0,3600, ,133.1,86.1,2024-12-17
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,87.15,85.05,85.1,85.0,85.05,816180.0,9600, ,109.9,68.1,2024-12-17
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,118.7,120.0,123.0,119.0,120.5,1201100.0,10000, ,149.5,95.0,2024-12-17
N,SM,PCCL,PETRO CARBON AND CHEMI L,214.05,218.95,218.95,214.0,214.35,1807800.0,8400, ,382.8,194.05,2024-12-17
N,SM,PELATRO,PELATRO LIMITED,334.15,325.1,333.0,321.0,331.0,2166180.0,6600, ,452.0,263.0,2024-12-17
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,83.6,88.0,94.9,86.0,88.75,2413900.0,27000, ,160.0,76.6,2024-12-17
N,SM,POLYSIL,POLYSIL IRRIGATION SYST L,27.25,27.25,27.25,27.2,27.2,163300.0,6000, ,58.8,26.0,2024-12-17
N,SM,PPSL,PICTUREPOST STUDIOS LTD,31.8,31.6,33.5,31.6,33.4,2171400.0,66000, ,44.2,28.0,2024-12-17
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,153.0,152.5,152.5,152.5,152.5,152500.0,1000, ,187.95,82.25,2024-12-17
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,90.2,91.2,93.5,88.55,93.1,6853520.0,75200, ,102.0,68.0,2024-12-17
N,SM,PREMIUM,PREMIUM PLAST LIMITED,47.4,46.25,48.0,46.25,47.95,848400.0,18000, ,51.75,35.5,2024-12-17
N,SM,PRLIND,PREMIER ROADLINES LIMITED,124.3,124.75,128.75,121.0,123.35,12070400.0,96000, ,174.9,68.65,2024-12-17
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,277.95,277.0,297.5,270.0,297.5,975950.0,3500, ,337.55,187.0,2024-12-17
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,285.0,284.9,294.8,284.9,293.0,1042020.0,3600, ,332.0,197.2,2024-12-17
N,SM,PROV,PROVENTUS AGROCOM LIMITED,1629.5,1680.0,1680.0,1620.0,1620.0,524800.0,320, ,1890.0,908.0,2024-12-17
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,72.15,73.0,73.0,70.55,70.8,3280500.0,46000, ,87.15,56.2,2024-12-17
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,185.6,186.15,186.5,173.0,179.3,6903480.0,38400, ,273.0,150.0,2024-12-17
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,96.05,96.0,96.0,93.95,93.95,189950.0,2000, ,166.7,85.3,2024-12-17
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,109.75,110.2,111.5,108.55,111.4,2311000.0,21000, ,189.0,90.25,2024-12-17
N,SM,QUADPRO,QUADPRO ITES LIMITED,4.5,4.6,4.6,4.4,4.5,270000.0,60000, ,8.8,4.2,2024-12-17
N,SM,QUESTLAB,QUEST LABORATORIES LTD,112.45,110.05,110.1,110.05,110.05,528300.0,4800, ,196.8,85.1,2024-12-17
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,106.0,103.45,105.0,88.0,92.4,14397775.0,153500, ,256.95,88.0,2024-12-17
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,113.5,113.5,113.5,111.55,113.5,1993440.0,17600, ,150.0,103.4,2024-12-17
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,81.5,81.05,81.25,80.0,81.0,2054925.0,25500, ,120.0,72.2,2024-12-17
N,SM,RAJPUTANA,RAJPUTANA BIODIESEL LTD,274.25,280.0,294.7,271.0,274.55,57180250.0,205000, ,308.9,247.0,2024-12-17
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,424.75,430.0,430.0,418.0,418.0,2043480.0,4800, ,430.0,245.6,2024-12-17
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,28.55,29.05,29.1,29.0,29.0,870750.0,30000, ,56.0,21.95,2024-12-17
N,SM,REMUS,REMUS PHARMACEUTICALS L,2484.25,2455.0,2478.95,2400.0,2412.6,8253592.5,3400, ,8747.0,1785.1,2024-12-17
N,SM,REXPIPES,REX PIPES AND CABLES LTD,73.5,74.5,74.5,74.5,74.5,149000.0,2000, ,91.85,54.0,2024-12-17
N,SM,RICHA,RICHA INFO SYSTEMS LTD,87.2,82.85,82.9,82.85,82.9,165750.0,2000, ,115.0,55.25,2024-12-17
N,SM,RNFI,RNFI SERVICES LIMITED,136.0,137.8,138.0,135.15,135.15,2634960.0,19200, ,199.95,109.8,2024-12-17
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,420.2,410.0,447.0,410.0,443.05,16502437.5,37750, ,687.5,256.0,2024-12-17
N,SM,ROXHITECH,ROX HI TECH LIMITED,105.2,105.0,105.2,101.5,102.1,5004480.0,48000, ,191.4,95.9,2024-12-17
N,SM,RULKA,RULKA ELECTRICALS LIMITED,315.35,320.9,325.0,301.0,315.7,7674270.0,24300, ,666.6,295.0,2024-12-17
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,242.8,244.0,246.0,232.5,235.5,7546470.0,31800, ,369.0,176.05,2024-12-17
N,SM,SADHAV,SADHAV SHIPPING LIMITED,151.0,150.0,150.0,144.5,145.75,3526170.0,24000, ,274.0,131.0,2024-12-17
N,SM,SAHAJ,SAHAJ FASHIONS LIMITED,14.0,14.8,14.8,13.8,13.8,114400.0,8000, ,35.4,12.6,2024-12-17
N,SM,SAHANA,SAHANA SYSTEM LIMITED,2065.9,2120.0,2135.0,1972.0,2107.15,67696650.0,32500, ,2135.0,560.0,2024-12-17
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,609.75,618.0,619.5,591.8,606.1,105438860.0,174800, ,1013.0,537.7,2024-12-17
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,88.55,86.5,89.75,86.5,88.3,989720.0,11200, ,185.0,76.0,2024-12-17
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,58.0,57.0,58.0,56.15,58.0,457300.0,8000, ,63.4,40.1,2024-12-17
N,SM,SARTELE,SAR TELEVENTURE LIMITED,288.45,288.0,291.9,276.0,278.85,48031125.0,169500, ,413.7,153.0,2024-12-17
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,219.9,217.5,217.5,217.5,217.5,326250.0,1500, ,268.7,177.0,2024-12-17
N,SM,SCML,SHARP CHUCKS N MACHINES L,137.4,134.6,134.6,134.6,134.6,134600.0,1000, ,148.0,55.0,2024-12-17
N,SM,SDREAMS,S D RETAIL LIMITED,195.0,198.0,198.0,190.05,194.95,1541000.0,8000, ,215.0,131.0,2024-12-17
N,SM,SERVICE,SERVICE CARE LIMITED,80.0,79.9,79.9,79.9,79.9,159800.0,2000, ,101.0,52.05,2024-12-17
N,SM,SHANTHALA,SHANTHALA FMCG PRODUCTS L,39.5,40.2,40.2,39.3,39.3,95400.0,2400, ,117.5,37.05,2024-12-17
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,70.25,71.25,71.25,70.0,70.0,1975000.0,28000, ,91.9,54.5,2024-12-17
N,SM,SHERA,SHERA ENERGY LIMITED,197.5,200.95,202.25,191.65,193.4,7652150.0,39000, ,235.0,113.05,2024-12-17
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,119.0,116.0,116.0,114.1,114.1,519150.0,4500, ,166.8,89.7,2024-12-17
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,686.7,680.0,680.0,652.4,652.45,9345405.0,14250, ,849.0,260.0,2024-12-17
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,136.7,135.05,137.4,135.05,137.3,957550.0,7000, ,215.0,63.0,2024-12-17
N,SM,SHRITECH,SHRI TECHTEX LIMITED,58.5,60.9,66.25,60.0,64.75,10651900.0,168000, ,101.0,51.5,2024-12-17
N,SM,SKP,SKP BEARING INDUSTRI. LTD,254.75,254.75,262.9,250.0,253.4,13304500.0,51500, ,344.95,190.0,2024-12-17
N,SM,SMVD,SMVD POLY PACK LIMITED,14.7,14.7,14.7,14.7,14.7,59388.0,4040, ,16.6,8.8,2024-12-17
N,SM,SOLEX,SOLEX ENERGY LIMITED,1507.6,1504.05,1507.0,1473.0,1478.9,19373850.0,13000, ,1919.1,415.0,2024-12-17
N,SM,SONUINFRA,SONU INFRATECH LIMITED,85.45,89.7,89.7,89.7,89.7,2152800.0,24000, ,89.7,39.0,2024-12-17
N,SM,SPCL,SHIVALIC POWER CONTROL L,258.05,263.2,263.2,249.6,250.35,17924820.0,70800, ,396.75,190.0,2024-12-17
N,SM,SPECTRUM,SPECTRUM ELECTRIC IND LTD,2075.55,2076.0,2165.0,2076.0,2127.25,38468306.25,18125, ,2520.0,1060.05,2024-12-17
N,SM,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,107.55,108.05,110.0,104.25,110.0,1732800.0,16000, ,178.0,93.5,2024-12-17
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,164.85,170.0,170.0,159.0,159.3,10516200.0,64800, ,210.0,150.0,2024-12-17
N,SM,SUNREST,SUNREST LIFESCIENCE LTD,55.0,55.0,65.55,55.0,58.5,587040.0,9600, ,79.0,49.0,2024-12-17
N,SM,SWASTIK,SWASTIK PIPE LIMITED,56.0,55.6,55.6,54.8,55.0,861600.0,15600, ,108.9,52.05,2024-12-17
N,SM,SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,93.4,92.0,92.0,92.0,92.0,184000.0,2000, ,139.0,62.7,2024-12-17
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,125.45,129.0,129.0,122.55,128.7,1219170.0,9600, ,154.8,81.75,2024-12-17
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,251.4,251.4,256.3,247.1,249.35,7033680.0,28000, ,407.7,199.5,2024-12-17
N,SM,TAPIFRUIT,TAPI FRUIT PROCESSING LTD,114.0,114.15,115.0,110.0,115.0,339975.0,3000, ,195.85,95.0,2024-12-17
N,SM,TCL,THAAI CASTING LIMITED,141.5,141.5,143.75,140.0,141.65,6912800.0,48800, ,261.65,131.1,2024-12-17
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,1285.25,1324.0,1347.4,1260.0,1338.5,54144081.25,41125, ,1447.25,93.25,2024-12-17
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,72.2,68.8,68.8,68.6,68.8,687600.0,10000, ,171.0,56.6,2024-12-17
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,915.0,915.0,915.0,890.0,903.0,9724012.5,10750, ,999.85,439.0,2024-12-17
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,37.5,37.0,37.0,36.2,36.2,660900.0,18000, ,44.4,25.55,2024-12-17
N,SM,TROM,TROM INDUSTRIES LIMITED,242.85,243.0,249.9,240.05,242.1,8053470.0,33000, ,330.95,195.0,2024-12-17
N,SM,TRUST,TRUST FINTECH LIMITED,177.2,185.0,185.0,170.4,174.3,7765620.0,44400, ,316.0,136.2,2024-12-17
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,50.05,51.4,52.4,50.0,50.4,29546300.0,578000, ,64.0,39.2,2024-12-17
N,SM,UMA,UMA CONVERTER LIMITED,30.5,30.5,30.5,30.25,30.25,243000.0,8000, ,44.7,24.05,2024-12-17
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,157.9,157.5,157.5,140.0,150.0,5723150.0,39000, ,178.0,109.0,2024-12-17
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,82.5,84.0,84.0,80.0,80.0,776160.0,9600, ,89.0,65.7,2024-12-17
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,222.0,220.0,222.0,220.0,222.0,198900.0,900, ,442.0,220.0,2024-12-17
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,127.9,130.15,130.5,124.25,124.6,2972080.0,23200, ,168.0,113.7,2024-12-17
N,SM,VDEAL,VDEAL SYSTEM LIMITED,179.4,187.95,187.95,173.7,177.5,8347560.0,45600, ,204.0,116.2,2024-12-17
N,SM,VERITAAS,VERITAAS ADVERTISING LTD,128.15,134.0,134.55,133.0,134.55,966180.0,7200, ,288.75,125.0,2024-12-17
N,SM,VIAZ,VIAZ TYRES LIMITED,67.6,68.35,68.35,68.35,68.35,136700.0,2000, ,73.5,44.25,2024-12-17
N,SM,VIESL,VISION INFRA EQUIP SOL L,198.25,198.3,198.3,188.65,192.45,33053240.0,172000, ,215.25,159.0,2024-12-17
N,SM,VINSYS,VINSYS IT SERVICES IND LT,395.0,394.0,404.0,377.05,400.35,15466650.0,39000, ,449.7,240.0,2024-12-17
N,SM,VISHWAS,VISHWAS AGRI SEEDS LTD,69.75,72.95,72.95,70.2,72.0,344240.0,4800, ,96.7,58.0,2024-12-17
N,SM,VITAL,VITAL CHEMTECH LIMITED,74.6,75.55,75.55,73.1,74.45,2848620.0,38400, ,115.4,67.05,2024-12-17
N,SM,WALPAR,WALPAR NUTRITIONS LIMITED,47.7,48.45,48.5,48.4,48.5,387600.0,8000, ,153.95,44.0,2024-12-17
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,297.05,307.95,307.95,295.0,297.9,7877000.0,26400, ,592.0,251.0,2024-12-17
N,SM,WOL3D,WOL 3D INDIA LIMITED,140.75,141.95,142.05,138.05,139.45,1689800.0,12000, ,189.05,130.1,2024-12-17
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,86.35,82.1,86.45,82.1,84.5,3949120.0,46400, ,121.85,80.0,2024-12-17
N,SM,YCCL,YASONS CHEMEX CARE LTD,20.3,20.35,20.95,20.0,20.0,489150.0,24000, ,43.0,18.9,2024-12-17
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,189.9,190.0,190.05,183.0,183.35,4786230.0,25800, ,294.4,148.0,2024-12-17
N,ST,ABCOTS,A B COTSPIN INDIA LIMITED,436.5,436.5,443.5,435.5,437.25,13983050.0,32000, ,516.0,113.5,2024-12-17
N,ST,ABHAPOWER,ABHA POWER N STEEL LTD,57.15,60.0,60.0,58.9,59.95,39636400.0,660800, ,81.9,54.45,2024-12-17
